Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,6.46995077213212,6.535429638681979,5.76726868752635,5.822137355804443,15168994400,0.0,0.0
2010-02-01 00:00:00-05:00,5.8315365818371205,6.219557920678672,5.785458799947771,6.202885150909424,10776080000,0.0,0.0
2010-03-01 00:00:00-05:00,6.237139419490397,7.1990084525816584,6.228045366451367,7.123828411102295,12154172800,0.0,0.0
2010-04-01 00:00:00-04:00,7.196883492651051,8.259394249261826,7.055619535786758,7.914722919464111,12367129600,0.0,0.0
2010-05-01 00:00:00-04:00,7.998087786485204,8.120557362837719,6.0400959738059745,7.7871012687683105,18082654800,0.0,0.0
2010-06-01 00:00:00-04:00,7.872284389302119,8.457953612136594,7.342089326038283,7.624920845031738,16651252800,0.0,0.0
2010-07-01 00:00:00-04:00,7.708889225778486,8.063262101757573,7.263271492317601,7.79831600189209,15669704400,0.0,0.0
2010-08-01 00:00:00-04:00,7.895021307472811,8.011427127283717,7.140804620026601,7.369373798370361,9589120800,0.0,0.0
2010-09-01 00:00:00-04:00,7.501846602127911,8.934493737617675,7.4657731319243075,8.601645469665527,11849919200,0.0,0.0
2010-10-01 00:00:00-04:00,8.67439747607762,9.670217443754265,8.420364644501593,9.123956680297852,12234577600,0.0,0.0
2010-11-01 00:00:00-04:00,9.161547257469588,9.739941829764023,9.026346220916421,9.432252883911133,9508086000,0.0,0.0
2010-12-01 00:00:00-05:00,9.55714634374364,9.902424887257045,9.545626697673253,9.77813720703125,6973234800,0.0,0.0
2011-01-01 00:00:00-05:00,9.87150304156016,10.567515887809801,9.847251968256547,10.286200523376465,10841535600,0.0,0.0
2011-02-01 00:00:00-05:00,10.346224403832307,11.061638035342003,10.237699643395555,10.707265853881836,9295949600,0.0,0.0
2011-03-01 00:00:00-05:00,10.775774386191731,10.963722428732291,9.890297356001613,10.564787864685059,11306458800,0.0,0.0
2011-04-01 00:00:00-04:00,10.643606983545592,10.76546947982474,9.705383540888297,10.613899230957031,9253829200,0.0,0.0
2011-05-01 00:00:00-04:00,10.602077228852437,10.665434077627276,9.986093789881782,10.544177055358887,6912060400,0.0,0.0
2011-06-01 00:00:00-04:00,10.575702283719986,10.674525477307208,9.41254755601733,10.175554275512695,9263850400,0.0,0.0
2011-07-01 00:00:00-04:00,10.184042755238012,12.262079674023633,10.130992969285733,11.837074279785156,10653946800,0.0,0.0
2011-08-01 00:00:00-04:00,12.058366225628454,12.110506153969112,10.701504161992933,11.66579818725586,16142599200,0.0,0.0
2011-09-01 00:00:00-04:00,11.6958082790798,12.818644417847295,11.109531223265538,11.559393882751465,11977448000,0.0,0.0
